x,y,z
-1.615545302629470825e-01,-1.871212571859359741e-01,3.014804124832153320e-01
-2.218787074089050293e-01,-2.293608635663986206e-01,2.692770659923553467e-01
-2.741299569606781006e-01,-2.659522891044616699e-01,1.820501536130905151e-01
-2.792799770832061768e-01,-2.695647776126861572e-01,8.945804089307785034e-02
-2.293518930673599243e-01,-2.340126037597656250e-01,-8.276571519672870636e-03
-1.642181277275085449e-01,-1.841727942228317261e-01,-2.696136757731437683e-02
-1.642181277275085449e-01,-1.841727942228317261e-01,-2.696136757731437683e-02
-2.308566272258758545e-01,-2.368700206279754639e-01,-1.887254044413566589e-02
-2.535160183906555176e-01,-2.528429627418518066e-01,-1.081393333151936531e-03
-2.665678858757019043e-01,-2.617232501506805420e-01,2.449679933488368988e-02
-2.671162486076354980e-01,-2.610857486724853516e-01,2.471273019909858704e-02
-2.675829529762268066e-01,-2.606305181980133057e-01,2.501418814063072205e-02
-2.683400809764862061e-01,-2.602035105228424072e-01,2.603643015027046204e-02
-2.661004662513732910e-01,-2.587689459323883057e-01,2.087648399174213409e-02
-2.311671227216720581e-01,-2.303139716386795044e-01,-1.116345543414354324e-02
-1.547442525625228882e-01,-1.733811646699905396e-01,-4.426864907145500183e-02
-1.547442525625228882e-01,-1.733811646699905396e-01,-4.426864907145500183e-02
-2.435431927442550659e-01,-2.270403653383255005e-01,-1.630567945539951324e-02
-2.625652253627777100e-01,-2.366380989551544189e-01,-9.764760034158825874e-04
-2.627865374088287354e-01,-2.364283204078674316e-01,-9.096094290725886822e-04
-2.627127468585968018e-01,-2.364221811294555664e-01,-1.011623302474617958e-03
-2.625713944435119629e-01,-2.365089952945709229e-01,-1.056632841937243938e-03
-2.623205184936523438e-01,-2.367616891860961914e-01,-1.057226094417273998e-03
-2.624630331993103027e-01,-2.365847676992416382e-01,-1.095533603802323341e-03
-2.340392768383026123e-01,-2.236146032810211182e-01,-9.240709245204925537e-03
-1.572460830211639404e-01,-1.723202317953109741e-01,-4.651385173201560974e-02
-1.572460830211639404e-01,-1.723202317953109741e-01,-4.651385173201560974e-02
-9.401123970746994019e-02,-3.142677545547485352e-01,2.943095862865447998e-01
9.133790433406829834e-02,7.713752985000610352e-02,5.009415149688720703e-01
1.654311865568161011e-01,3.000471591949462891e-01,1.770861148834228516e-01
1.359782218933105469e-01,2.176133543252944946e-01,-4.794759675860404968e-02
1.483967155218124390e-01,2.608953118324279785e-01,-4.920497909188270569e-02
1.614326834678649902e-01,2.978058457374572754e-01,-5.582781508564949036e-02
1.695280075073242188e-01,3.195540904998779297e-01,-5.849278531968593597e-03
1.658073663711547852e-01,3.083446025848388672e-01,1.018525809049606323e-01
1.423964053392410278e-01,2.371618300676345825e-01,1.853389590978622437e-01
1.423964053392410278e-01,2.371618300676345825e-01,1.853389590978622437e-01
1.700280904769897461e-01,3.183761835098266602e-01,5.646628886461257935e-02
1.639264076948165894e-01,3.140225708484649658e-01,-1.731185615062713623e-02
1.282155066728591919e-01,2.201270163059234619e-01,-4.938134551048278809e-02
1.251917779445648193e-01,1.959564536809921265e-01,-5.818699672818183899e-02
1.552693247795104980e-01,2.713510096073150635e-01,-2.926356904208660126e-02
1.682678014039993286e-01,3.087461292743682861e-01,-2.427327446639537811e-02
1.743529587984085083e-01,3.170597851276397705e-01,5.077302921563386917e-04
1.680489778518676758e-01,3.057031333446502686e-01,9.920541942119598389e-02
1.457435488700866699e-01,2.415173947811126709e-01,1.798422783613204956e-01
1.457435488700866699e-01,2.415173947811126709e-01,1.798422783613204956e-01
1.743339300155639648e-01,3.323867619037628174e-01,1.708361953496932983e-01
1.726139783859252930e-01,3.279738724231719971e-01,3.564293310046195984e-02
1.361920833587646484e-01,2.317271828651428223e-01,-2.813230082392692566e-02
1.403135657310485840e-01,2.178693860769271851e-01,-2.493763156235218048e-02
1.574993878602981567e-01,2.822486758232116699e-01,-3.962772432714700699e-03
1.742778718471527100e-01,3.365501165390014648e-01,6.085808947682380676e-02
1.768919825553894043e-01,3.431854844093322754e-01,1.679061353206634521e-01
1.583311408758163452e-01,2.859589159488677979e-01,2.632552981376647949e-01
1.251892745494842529e-01,1.854023635387420654e-01,3.044824004173278809e-01
1.251892745494842529e-01,1.854023635387420654e-01,3.044824004173278809e-01
1.372857093811035156e-01,2.217080593109130859e-01,3.891136050224304199e-01
1.649857908487319946e-01,3.052483499050140381e-01,3.063085973262786865e-01
1.595690250396728516e-01,2.888684272766113281e-01,1.546981334686279297e-01
1.501012295484542847e-01,2.602766752243041992e-01,1.181328073143959045e-01
1.638964563608169556e-01,3.019068539142608643e-01,1.846631020307540894e-01
1.658541262149810791e-01,3.078269362449645996e-01,2.923692762851715088e-01
1.469176262617111206e-01,2.506899833679199219e-01,3.877344131469726562e-01
1.136124655604362488e-01,1.501717269420623779e-01,4.289121031761169434e-01
7.915162295103073120e-02,4.615846648812294006e-02,3.986867964267730713e-01
7.915162295103073120e-02,4.615846648812294006e-02,3.986867964267730713e-01
7.290299236774444580e-02,2.729363180696964264e-02,4.894768893718719482e-01
1.106828823685646057e-01,1.413234174251556396e-01,4.755603373050689697e-01
1.347704678773880005e-01,2.140744328498840332e-01,3.432047963142395020e-01
1.340391635894775391e-01,2.118800133466720581e-01,2.964678108692169189e-01
1.325739771127700806e-01,2.074622064828872681e-01,3.762155771255493164e-01
1.138353422284126282e-01,1.508932709693908691e-01,4.663273692131042480e-01
8.070176839828491211e-02,5.085123702883720398e-02,5.066629052162170410e-01
4.629576206207275391e-02,-5.300277844071388245e-02,4.762121140956878662e-01
2.442489378154277802e-02,-1.190021038055419922e-01,3.864698708057403564e-01
2.442489378154277802e-02,-1.190021038055419922e-01,3.864698708057403564e-01
2.364461077377200127e-03,-1.855108737945556641e-01,4.507563114166259766e-01
3.741145506501197815e-02,-7.976664602756500244e-02,5.082169771194458008e-01
8.101929724216461182e-02,5.179442092776298523e-02,4.417617619037628174e-01
8.785691112279891968e-02,7.241515815258026123e-02,4.074973165988922119e-01
7.144640386104583740e-02,2.289177104830741882e-02,4.700993001461029053e-01
3.935886919498443604e-02,-7.392644137144088745e-02,5.066940188407897949e-01
5.219241604208946228e-03,-1.769268959760665894e-01,4.758149981498718262e-01
-1.655573211610317230e-02,-2.426123917102813721e-01,3.859910070896148682e-01
-1.714692451059818268e-02,-2.443834543228149414e-01,2.726684808731079102e-01
-1.714692451059818268e-02,-2.443834543228149414e-01,2.726684808731079102e-01
-4.630799591541290283e-02,-3.324241936206817627e-01,2.799240648746490479e-01
-3.119120001792907715e-02,-2.868226468563079834e-01,3.911665380001068115e-01
1.583070121705532074e-02,-1.449213922023773193e-01,4.260385632514953613e-01
2.922009490430355072e-02,-1.045198291540145874e-01,4.108927249908447266e-01
4.633230622857809067e-03,-1.787159591913223267e-01,4.290561676025390625e-01
-2.787476591765880585e-02,-2.768165767192840576e-01,3.972356319427490234e-01
-4.935337603092193604e-02,-3.416408300399780273e-01,3.076543807983398438e-01
-4.986548051238059998e-02,-3.431948721408843994e-01,1.944687366485595703e-01
-2.902594208717346191e-02,-2.803110182285308838e-01,1.026642844080924988e-01
-2.902594208717346191e-02,-2.803110182285308838e-01,1.026642844080924988e-01
-5.379813164472579956e-02,-3.550859391689300537e-01,5.315923690795898438e-02
-6.256967037916183472e-02,-3.815638720989227295e-01,1.711169183254241943e-01
-3.139852359890937805e-02,-2.874753475189208984e-01,2.882823348045349121e-01
-1.784618012607097626e-02,-2.465679347515106201e-01,3.014804124832153320e-01
-4.101003333926200867e-02,-3.164723217487335205e-01,2.692771255970001221e-01
-6.107144057750701904e-02,-3.770260214805603027e-01,1.820482760667800903e-01
-6.144747883081436157e-02,-3.781799674034118652e-01,6.957357376813888550e-02
-4.291864112019538879e-02,-3.239307403564453125e-01,-7.611471693962812424e-03
-1.625579968094825745e-02,-2.594371736049652100e-01,-1.533810608088970184e-02
-1.625579968094825745e-02,-2.594371736049652100e-01,-1.533810608088970184e-02
-3.037100471556186676e-02,-3.268527090549468994e-01,-2.234179712831974030e-02
-3.478101640939712524e-02,-3.589358627796173096e-01,-1.198595389723777771e-03
-3.568006679415702820e-02,-3.622469007968902588e-01,3.648086218163371086e-03
-4.034781083464622498e-02,-3.738793730735778809e-01,2.449001558125019073e-02
-4.276780039072036743e-02,-3.733451068401336670e-01,2.433498017489910126e-02
-4.439161717891693115e-02,-3.729199469089508057e-01,2.445906400680541992e-02
-4.414481297135353088e-02,-3.707533478736877441e-01,2.030456997454166412e-02
-3.716700151562690735e-02,-3.287506997585296631e-01,-5.279522389173507690e-03
-1.463196333497762680e-02,-2.571714520454406738e-01,-1.677604205906391144e-02
-1.463196333497762680e-02,-2.571714520454406738e-01,-1.677604205906391144e-02
-1.448510494083166122e-02,-3.090730905532836914e-01,-3.158587589859962463e-02
-1.581914909183979034e-02,-3.766751587390899658e-01,2.441786602139472961e-02
-1.577946916222572327e-02,-3.766078054904937744e-01,2.431730926036834717e-02
-1.549153961241245270e-02,-3.765737116336822510e-01,2.423884533345699310e-02
-1.484939176589250565e-02,-3.765965998172760010e-01,2.422119863331317902e-02
-1.871366868726909161e-03,-3.778432011604309082e-01,2.585978060960769653e-02
4.608405753970146179e-03,-3.760240375995635986e-01,2.225917764008045197e-02
-2.252150699496269226e-02,-3.306739330291748047e-01,-4.767491947859525681e-03
-1.361533906310796738e-02,-2.608363628387451172e-01,-7.920209318399429321e-03
-1.361533906310796738e-02,-2.608363628387451172e-01,-7.920209318399429321e-03
1.100367382168769836e-01,-2.733124494552612305e-01,3.527426719665527344e-01
7.888861931860446930e-03,1.815849691629409790e-01,4.740870893001556396e-01
-4.003605246543884277e-02,3.171516358852386475e-01,4.971605911850929260e-02
-1.879542320966720581e-02,2.463663816452026367e-01,-4.697850719094276428e-02
-3.665773943066596985e-02,2.987067699432373047e-01,-4.759700223803520203e-02
-4.730350896716117859e-02,3.356998562812805176e-01,-5.572097375988960266e-02
-5.516724288463592529e-02,3.577831089496612549e-01,-8.244499913416802883e-04
-4.923441261053085327e-02,3.462986052036285400e-01,1.016749367117881775e-01
-2.599005587399005890e-02,2.755891978740692139e-01,1.848990917205810547e-01
-2.599005587399005890e-02,2.755891978740692139e-01,1.848990917205810547e-01
-5.268874764442443848e-02,3.570045232772827148e-01,5.754246562719345093e-02
-5.030091851949691772e-02,3.555589616298675537e-01,-9.939179755747318268e-03
-1.197358127683401108e-02,2.507836520671844482e-01,-5.729954689741134644e-02
-8.327548392117023468e-03,2.329058945178985596e-01,-6.220663338899612427e-02
-3.587734699249267578e-02,3.108776509761810303e-01,-2.694836258888244629e-02
-4.641605913639068604e-02,3.506361842155456543e-01,-2.193842642009258270e-02
-5.437636002898216248e-02,3.593504726886749268e-01,1.230067480355501175e-02
-5.083712190389633179e-02,3.433237671852111816e-01,1.014235019683837891e-01
-2.958461269736289978e-02,2.786722481250762939e-01,1.805132031440734863e-01
-2.958461269736289978e-02,2.786722481250762939e-01,1.805132031440734863e-01
-5.924112349748611450e-02,3.683744966983795166e-01,1.752669066190719604e-01
-5.858419835567474365e-02,3.680509328842163086e-01,3.994706273078918457e-02
-2.046562731266021729e-02,2.719895243644714355e-01,-2.784913964569568634e-02
-1.513309776782989502e-02,2.561357319355010986e-01,-2.914987131953239441e-02
-4.111234471201896667e-02,3.175840973854064941e-01,-8.850488811731338501e-03
-6.020545959472656250e-02,3.740011453628540039e-01,5.955544486641883850e-02
-6.250841915607452393e-02,3.811455368995666504e-01,1.676722019910812378e-01
-4.354212805628776550e-02,3.240266442298889160e-01,2.632258832454681396e-01
-1.021596044301986694e-02,2.235083878040313721e-01,3.044812083244323730e-01
-1.021596044301986694e-02,2.235083878040313721e-01,3.044812083244323730e-01
-2.224846184253692627e-02,2.598330974578857422e-01,3.891118466854095459e-01
-4.993391782045364380e-02,3.433748185634613037e-01,3.063029348850250244e-01
-4.450159147381782532e-02,3.269941508769989014e-01,1.546926647424697876e-01
-3.502526134252548218e-02,2.984075546264648438e-01,1.181317791342735291e-01
-4.882070794701576233e-02,3.400386869907379150e-01,1.846628785133361816e-01
-5.078588426113128662e-02,3.459563851356506348e-01,2.923692464828491211e-01
-3.185557946562767029e-02,2.888174057006835938e-01,3.877344131469726562e-01
1.454881043173372746e-03,1.883008927106857300e-01,4.289121031761169434e-01
3.592543303966522217e-02,8.429084718227386475e-02,3.986867964267730713e-01
3.592543303966522217e-02,8.429084718227386475e-02,3.986867964267730713e-01
4.218630492687225342e-02,6.540413945913314819e-02,4.894802272319793701e-01
4.390075802803039551e-03,1.794502437114715576e-01,4.755623042583465576e-01
-1.973373629152774811e-02,2.521930634975433350e-01,3.432052135467529297e-01
-1.901002600789070129e-02,2.499964833259582520e-01,2.964678704738616943e-01
-1.754715666174888611e-02,2.455779165029525757e-01,3.762155771255493164e-01
1.202766550704836845e-03,1.890127509832382202e-01,4.663273692131042480e-01
3.436651080846786499e-02,8.898070454597473145e-02,5.066629052162170410e-01
6.878596544265747070e-02,-1.486884988844394684e-02,4.762121140956878662e-01
8.812575787305831909e-02,-7.323592901229858398e-02,4.056740403175354004e-01
8.812575787305831909e-02,-7.323592901229858398e-02,4.056740403175354004e-01
1.093142181634902954e-01,-1.372350901365280151e-01,4.596925377845764160e-01
7.464794814586639404e-02,-3.260321170091629028e-02,5.083087086677551270e-01
3.244499117136001587e-02,9.479624032974243164e-02,4.354238808155059814e-01
2.695931121706962585e-02,1.113637834787368774e-01,4.058124423027038574e-01
4.355755075812339783e-02,6.127216666936874390e-02,4.699062108993530273e-01
7.569917291402816772e-02,-3.574239090085029602e-02,5.066920518875122070e-01
1.098374798893928528e-01,-1.387932151556015015e-01,4.758201241493225098e-01
1.315981894731521606e-01,-2.044910490512847900e-01,3.859921693801879883e-01
1.321817040443420410e-01,-2.062650620937347412e-01,2.726684510707855225e-01
1.321817040443420410e-01,-2.062650620937347412e-01,2.726684510707855225e-01
1.569108515977859497e-01,-2.808695137500762939e-01,2.857252955436706543e-01
1.505694091320037842e-01,-2.617035210132598877e-01,3.790663778781890869e-01
1.063462421298027039e-01,-1.282403022050857544e-01,4.297193288803100586e-01
8.735418319702148438e-02,-7.092041522264480591e-02,4.132302701473236084e-01
1.107205450534820557e-01,-1.414379179477691650e-01,4.290703833103179932e-01
1.429837048053741455e-01,-2.388053983449935913e-01,3.971506357192993164e-01
1.644287407398223877e-01,-3.035174012184143066e-01,3.076307177543640137e-01
1.649430394172668457e-01,-3.050608932971954346e-01,1.944645196199417114e-01
1.441075801849365234e-01,-2.421766519546508789e-01,1.026640236377716064e-01
1.441075801849365234e-01,-2.421766519546508789e-01,1.026640236377716064e-01
1.688897907733917236e-01,-3.169485032558441162e-01,5.315900593996047974e-02
1.776655465364456177e-01,-3.434253633022308350e-01,1.711166352033615112e-01
1.464830189943313599e-01,-2.493410259485244751e-01,2.882819175720214844e-01
1.329253166913986206e-01,-2.084349095821380615e-01,3.014804422855377197e-01
1.560890525579452515e-01,-2.783393561840057373e-01,2.692770361900329590e-01
1.761574745178222656e-01,-3.388906717300415039e-01,1.820481866598129272e-01
1.765449494123458862e-01,-3.400408923625946045e-01,6.957380473613739014e-02
1.574797630310058594e-01,-2.856817245483398438e-01,-8.205462247133255005e-03
1.332844942808151245e-01,-2.222257405519485474e-01,-1.416578702628612518e-02
1.332844942808151245e-01,-2.222257405519485474e-01,-1.416578702628612518e-02
1.585687845945358276e-01,-2.853713631629943848e-01,-1.926317252218723297e-02
1.747899055480957031e-01,-3.302975594997406006e-01,2.432966232299804688e-02
1.747782379388809204e-01,-3.303501904010772705e-01,2.441477589309215546e-02
1.747204661369323730e-01,-3.304202854633331299e-01,2.458168379962444305e-02
1.744807660579681396e-01,-3.305679559707641602e-01,2.479905448853969574e-02
1.735828816890716553e-01,-3.310307264328002930e-01,2.532830461859703064e-02
1.740869581699371338e-01,-3.287320733070373535e-01,2.151224762201309204e-02
1.553477346897125244e-01,-2.896405756473541260e-01,-6.502018310129642487e-03
1.295993328094482422e-01,-2.202961444854736328e-01,-1.432976033538579941e-02
1.295993328094482422e-01,-2.202961444854736328e-01,-1.432976033538579941e-02
1.603712588548660278e-01,-2.930660247802734375e-01,-1.460339408367872238e-02
1.718304902315139771e-01,-3.310987353324890137e-01,2.412041649222373962e-02
1.717583686113357544e-01,-3.311865627765655518e-01,2.424986287951469421e-02
1.718118637800216675e-01,-3.312065601348876953e-01,2.436827868223190308e-02
1.716319918632507324e-01,-3.313173949718475342e-01,2.456199191510677338e-02
1.708856821060180664e-01,-3.316844701766967773e-01,2.501494623720645905e-02
1.711817979812622070e-01,-3.295545578002929688e-01,2.137141302227973938e-02
1.544646024703979492e-01,-2.902245223522186279e-01,-6.513216998428106308e-03
1.296960264444351196e-01,-2.218675315380096436e-01,-1.169744040817022324e-02
1.296960264444351196e-01,-2.218675315380096436e-01,-1.169744040817022324e-02
2.570814788341522217e-01,-1.647084504365921021e-01,3.365786075592041016e-01
-8.568993210792541504e-02,1.363381892442703247e-01,4.841164052486419678e-01
-2.258552014827728271e-01,2.327383011579513550e-01,6.917331367731094360e-02
-1.603844761848449707e-01,1.871595084667205811e-01,-4.620634764432907104e-02
-2.079160660505294800e-01,2.175520211458206177e-01,-4.806141555309295654e-02
-2.418078780174255371e-01,2.423097789287567139e-01,-5.094131082296371460e-02
-2.573619782924652100e-01,2.553689479827880859e-01,-2.275530947372317314e-03
-2.479000389575958252e-01,2.474817335605621338e-01,1.019518822431564331e-01
-1.868230253458023071e-01,2.046681493520736694e-01,1.851412653923034668e-01
-1.868230253458023071e-01,2.046681493520736694e-01,1.851412653923034668e-01
-2.568490803241729736e-01,2.539378702640533447e-01,5.718791484832763672e-02
-2.548424601554870605e-01,2.520385980606079102e-01,-1.005068700760602951e-02
-1.806791424751281738e-01,1.921805739402770996e-01,-3.720336779952049255e-02
-1.577789336442947388e-01,1.793768107891082764e-01,-4.503484815359115601e-02
-2.075391709804534912e-01,2.160569727420806885e-01,-4.822611808776855469e-02
-2.421219795942306519e-01,2.438650578260421753e-01,-4.245211556553840637e-02
-2.542226016521453857e-01,2.558901607990264893e-01,-4.340798594057559967e-03
-2.446721792221069336e-01,2.473402470350265503e-01,1.017683297395706177e-01
-1.877442002296447754e-01,2.074620425701141357e-01,1.813615262508392334e-01
-1.877442002296447754e-01,2.074620425701141357e-01,1.813615262508392334e-01
-2.661880850791931152e-01,2.608135640621185303e-01,1.769219487905502319e-01
-2.741974890232086182e-01,2.661648690700531006e-01,6.070223078131675720e-02
-2.028300613164901733e-01,2.127893865108489990e-01,-2.053886093199253082e-02
-1.785091161727905273e-01,1.932826191186904907e-01,-2.645753137767314911e-02
-2.248833477497100830e-01,2.288586199283599854e-01,-8.656088262796401978e-03
-2.715724706649780273e-01,2.639985382556915283e-01,5.899531766772270203e-02
-2.776774466037750244e-01,2.685071825981140137e-01,1.675749719142913818e-01
-2.283887267112731934e-01,2.339645922183990479e-01,2.632108330726623535e-01
-1.416506618261337280e-01,1.732027530670166016e-01,3.044794499874114990e-01
-1.416506618261337280e-01,1.732027530670166016e-01,3.044794499874114990e-01
-1.730026006698608398e-01,1.951394677162170410e-01,3.891118168830871582e-01
-2.451013177633285522e-01,2.456121891736984253e-01,3.063033819198608398e-01
-2.309635132551193237e-01,2.357153296470642090e-01,1.546930223703384399e-01
-2.062918692827224731e-01,2.184435427188873291e-01,1.181318312883377075e-01
-2.422180622816085815e-01,2.435984611511230469e-01,1.846628785133361816e-01
-2.473282366991043091e-01,2.471715658903121948e-01,2.923692464828491211e-01
-1.980226486921310425e-01,2.126435935497283936e-01,3.877344131469726562e-01
-1.112790480256080627e-01,1.519089192152023315e-01,4.289121031761169434e-01
-2.151869982481002808e-02,8.906474709510803223e-02,3.986867964267730713e-01
-2.151869982481002808e-02,8.906474709510803223e-02,3.986867964267730713e-01
-5.218303296715021133e-03,7.765407115221023560e-02,4.894802272319793701e-01
-1.036393865942955017e-01,1.465624272823333740e-01,4.755623042583465576e-01
-1.664287894964218140e-01,1.905051618814468384e-01,3.432052135467529297e-01
-1.645365804433822632e-01,1.891754120588302612e-01,2.964678704738616943e-01
-1.607245802879333496e-01,1.865047663450241089e-01,3.762155771255493164e-01
-1.119063124060630798e-01,1.523293852806091309e-01,4.663273692131042480e-01
-2.556968480348587036e-02,9.189566969871520996e-02,5.066629052162170410e-01
6.405379623174667358e-02,2.914966642856597900e-02,4.762121140956878662e-01
1.210079416632652283e-01,-1.073105726391077042e-02,3.864698708057403564e-01
1.210079416632652283e-01,-1.073105726391077042e-02,3.864698708057403564e-01
1.784940361976623535e-01,-5.100643262267112732e-02,4.475110173225402832e-01
9.257635474205017090e-02,9.159216657280921936e-03,5.081004500389099121e-01
-8.505115285515785217e-03,7.994837313890457153e-02,4.645795524120330811e-01
-4.139785096049308777e-02,1.029887869954109192e-01,4.141194820404052734e-01
-6.230367580428719521e-04,7.443860173225402832e-02,4.708670079708099365e-01
8.228301256895065308e-02,1.638131961226463318e-02,5.067034363746643066e-01
1.710157543420791626e-01,-4.576004669070243835e-02,4.757945537567138672e-01
2.276738733053207397e-01,-8.544288575649261475e-02,3.859848380088806152e-01
2.291989177465438843e-01,-8.651574701070785522e-02,2.726674377918243408e-01
2.291989177465438843e-01,-8.651574701070785522e-02,2.726674377918243408e-01
3.051881790161132812e-01,-1.397092640399932861e-01,2.798958420753479004e-01
2.658311724662780762e-01,-1.121442914009094238e-01,3.911620378494262695e-01
1.433747112751007080e-01,-2.639874070882797241e-02,4.260383844375610352e-01
1.084297150373458862e-01,-1.928222482092678547e-03,4.108378887176513672e-01
1.725217849016189575e-01,-4.680669680237770081e-02,4.290551543235778809e-01
2.571908831596374512e-01,-1.060934886336326599e-01,3.972373604774475098e-01
3.131338655948638916e-01,-1.452628821134567261e-01,3.076547980308532715e-01
3.144758641719818115e-01,-1.461992561817169189e-01,1.944688856601715088e-01
2.602105438709259033e-01,-1.082000359892845154e-01,1.026643440127372742e-01
2.602105438709259033e-01,-1.082000359892845154e-01,1.026643440127372742e-01
3.247395157814025879e-01,-1.533770710229873657e-01,5.315932258963584900e-02
3.475894033908843994e-01,-1.693740040063858032e-01,1.711170077323913574e-01
2.663935720920562744e-01,-1.125277802348136902e-01,2.882820665836334229e-01
2.310913205146789551e-01,-8.781236410140991211e-02,3.014804422855377197e-01
2.914156913757324219e-01,-1.300518065690994263e-01,2.692770361900329590e-01
3.436718881130218506e-01,-1.666372865438461304e-01,1.820481866598129272e-01
3.446734547615051270e-01,-1.673312634229660034e-01,6.958891451358795166e-02
2.972718477249145508e-01,-1.338649541139602661e-01,-8.674184791743755341e-03
2.371455878019332886e-01,-8.771082758903503418e-02,-2.172737568616867065e-02
2.371455878019332886e-01,-8.771082758903503418e-02,-2.172737568616867065e-02
3.027205467224121094e-01,-1.365064084529876709e-01,-1.831411197781562805e-02
3.243321180343627930e-01,-1.517084389925003052e-01,-1.130676013417541981e-03
3.270157873630523682e-01,-1.534761637449264526e-01,3.407293464988470078e-03
3.370765447616577148e-01,-1.609837859869003296e-01,2.457641437649726868e-02
3.365983366966247559e-01,-1.619115173816680908e-01,2.486418001353740692e-02
3.367795050144195557e-01,-1.621609628200531006e-01,2.548384480178356171e-02
3.344760239124298096e-01,-1.608346849679946899e-01,2.041867561638355255e-02
2.991684675216674805e-01,-1.336198598146438599e-01,-9.726029820740222931e-03
2.236288338899612427e-01,-7.760781794786453247e-02,-4.300835356116294861e-02
2.236288338899612427e-01,-7.760781794786453247e-02,-4.300835356116294861e-02
3.045109808444976807e-01,-1.395456194877624512e-01,-1.662166975438594818e-02
3.233409225940704346e-01,-1.530159115791320801e-01,-1.071704667992889881e-03
3.233355283737182617e-01,-1.530461758375167847e-01,-1.092683989554643631e-03
3.233223557472229004e-01,-1.530857831239700317e-01,-1.101795234717428684e-03
3.232999742031097412e-01,-1.531517207622528076e-01,-1.112009282223880291e-03
3.232466578483581543e-01,-1.532578915357589722e-01,-1.125531503930687904e-03
3.232205212116241455e-01,-1.531734615564346313e-01,-1.331574865616858006e-03
2.976401746273040771e-01,-1.316867619752883911e-01,-1.068394444882869720e-02
2.228560000658035278e-01,-7.668053358793258667e-02,-4.291565343737602234e-02
2.228560000658035278e-01,-7.668053358793258667e-02,-4.291565343737602234e-02
3.154036700725555420e-01,2.442253008484840393e-02,3.184590339660644531e-01
-1.350335776805877686e-01,6.052597612142562866e-02,4.903400838375091553e-01
-3.227174580097198486e-01,5.275106057524681091e-02,8.118487149477005005e-02
-2.499928623437881470e-01,5.649349465966224670e-02,-4.034554213285446167e-02
-2.910491228103637695e-01,5.072007700800895691e-02,-5.315265432000160217e-02
-3.326080143451690674e-01,4.702024906873703003e-02,-5.846844986081123352e-02
-3.578860163688659668e-01,4.912045970559120178e-02,-4.379763267934322357e-03
-3.457485139369964600e-01,5.240636318922042847e-02,1.017103195190429688e-01
-2.706564068794250488e-01,5.454273521900177002e-02,1.852580159902572632e-01
-2.706564068794250488e-01,5.454273521900177002e-02,1.852580159902572632e-01
-3.568431138992309570e-01,5.239563807845115662e-02,5.548831075429916382e-02
-3.589760065078735352e-01,5.213157087564468384e-02,-2.975912648253142834e-04
-2.713335752487182617e-01,5.692412331700325012e-02,-4.418764635920524597e-02
-2.310252785682678223e-01,6.121911108493804932e-02,-6.513166427612304688e-02
-2.983494699001312256e-01,5.695038661360740662e-02,-4.175038263201713562e-02
-3.388734757900238037e-01,6.203298270702362061e-02,-4.733961448073387146e-02
-3.577456772327423096e-01,5.659597367048263550e-02,-1.991145079955458641e-03
-3.430536091327667236e-01,5.600852891802787781e-02,1.037494316697120667e-01
-2.733343243598937988e-01,5.364267900586128235e-02,1.820192784070968628e-01
-2.733343243598937988e-01,5.364267900586128235e-02,1.820192784070968628e-01
-3.684998750686645508e-01,4.917813837528228760e-02,1.783129423856735229e-01
-3.708697557449340820e-01,4.936387389898300171e-02,4.301778972148895264e-02
-2.772702872753143311e-01,5.326168984174728394e-02,-2.095908671617507935e-02
-2.545900344848632812e-01,5.599879845976829529e-02,-2.710151858627796173e-02
-3.114103376865386963e-01,5.149760097265243530e-02,-1.633160561323165894e-02
-3.751246333122253418e-01,4.897958040237426758e-02,5.801653489470481873e-02
-3.830731213092803955e-01,4.897992312908172607e-02,1.674055010080337524e-01
-3.229127824306488037e-01,5.102502927184104919e-02,2.631898522377014160e-01
-2.170494496822357178e-01,5.424389988183975220e-02,3.044772148132324219e-01
-2.170494496822357178e-01,5.424389988183975220e-02,3.044772148132324219e-01
-2.552950680255889893e-01,5.318229272961616516e-02,3.891120553016662598e-01
-3.432687222957611084e-01,5.063735693693161011e-02,3.063068985939025879e-01
-3.260223865509033203e-01,5.114902928471565247e-02,1.546968221664428711e-01
-2.959172427654266357e-01,5.203065276145935059e-02,1.181325837969779968e-01
-3.406852185726165771e-01,5.072867125272750854e-02,1.872109323740005493e-01
-3.458748459815979004e-01,5.057341605424880981e-02,2.928156554698944092e-01
-2.857598662376403809e-01,5.231916904449462891e-02,3.877843320369720459e-01
-1.799594759941101074e-01,5.540008097887039185e-02,4.289128482341766357e-01
-7.044403254985809326e-02,5.859138071537017822e-02,3.986854851245880127e-01
-7.044403254985809326e-02,5.859138071537017822e-02,3.986854851245880127e-01
-5.055514723062515259e-02,5.917239189147949219e-02,4.894797205924987793e-01
-1.706504970788955688e-01,5.567321181297302246e-02,4.755633771419525146e-01
-2.472763657569885254e-01,5.342568457126617432e-02,3.429931104183197021e-01
-2.449373751878738403e-01,5.348958075046539307e-02,2.964188158512115479e-01
-2.402957379817962646e-01,5.362335965037345886e-02,3.762075006961822510e-01
-1.807281672954559326e-01,5.536232143640518188e-02,4.663264751434326172e-01
-7.538627833127975464e-02,5.844298377633094788e-02,5.066629052162170410e-01
3.397239744663238525e-02,6.163167208433151245e-02,4.762121737003326416e-01
